user_id,ad_id,review_rating
5c5d894ce2e44477b07af2416567180b,e0933f206ef74071bef2a07146bf3452,5
09a015bc4845494ea9b037248e4d74d2,e0933f206ef74071bef2a07146bf3452,5
93cc944a7100400c943d8c1b71edb793,e0933f206ef74071bef2a07146bf3452,2
0dddf3d710f44a75a3a2f14dddbf3453,e0933f206ef74071bef2a07146bf3452,4
4f80ff8a9e19497ab2b7a8bdf230d6b6,e0933f206ef74071bef2a07146bf3452,3
dfb4867e50d44e93b635b072149cc885,e0933f206ef74071bef2a07146bf3452,4
1448f57b5f4f4558b7f221400c43f037,e0933f206ef74071bef2a07146bf3452,5
63e70c04838c4f4fb412c676565ff72b,e0933f206ef74071bef2a07146bf3452,1
434b9542493f44bc8d4b4f69edbf3c6a,e0933f206ef74071bef2a07146bf3452,4
b31ebf0a8e474c02a2208f52b7d0309e,e0933f206ef74071bef2a07146bf3452,2
5eacc8101cee45bc993fd768963f8722,e0933f206ef74071bef2a07146bf3452,3
0ed9504c00b7436488c319c4e57480b9,e0933f206ef74071bef2a07146bf3452,3
c48c8c4902b345239fe9ea2b40dedc9c,e0933f206ef74071bef2a07146bf3452,5
b4841e08aea74fc9937d6e9bb9dfe49a,e0933f206ef74071bef2a07146bf3452,4
09a015bc4845494ea9b037248e4d74d2,02a9c4e1181d4212b1e48adf25d25376,1
639fa66195264f4ea3e8bd6d1273f620,02a9c4e1181d4212b1e48adf25d25376,5
e18094af7f4d4fd8b1281cb98d3605f2,02a9c4e1181d4212b1e48adf25d25376,4
a8ef863554394002b506f38b875b7c19,02a9c4e1181d4212b1e48adf25d25376,5
4f80ff8a9e19497ab2b7a8bdf230d6b6,02a9c4e1181d4212b1e48adf25d25376,2
1745178b7a5e4504b1fde3801f81e6a7,02a9c4e1181d4212b1e48adf25d25376,5
a10accc6f5094341864a86cb618995cf,02a9c4e1181d4212b1e48adf25d25376,5
835158957b6542db9a6dd37760082caf,02a9c4e1181d4212b1e48adf25d25376,5
4f9d22f6c76848bba9172f9829dcf8ff,02a9c4e1181d4212b1e48adf25d25376,4
51fa4ce719f4438d90ab0115eccbfc73,02a9c4e1181d4212b1e48adf25d25376,5
9404c907b69946f2bb3ae3214ff4b028,ab591370e4db49e59832628958b57d17,5
63e70c04838c4f4fb412c676565ff72b,ab591370e4db49e59832628958b57d17,4
843c5c5e42554a96bb3cce7ca3b1a355,b8362773943a46c28dfba6595e49d372,1
17e2c8dd7e024881970f85a8d1132ce8,ab591370e4db49e59832628958b57d17,5
dfb4867e50d44e93b635b072149cc885,ab591370e4db49e59832628958b57d17,4
4f9d22f6c76848bba9172f9829dcf8ff,ab591370e4db49e59832628958b57d17,3
1745178b7a5e4504b1fde3801f81e6a7,e0933f206ef74071bef2a07146bf3452,5
e29275e68cf24c5489f2a26ee0b6e74f,ab591370e4db49e59832628958b57d17,5
0ed9504c00b7436488c319c4e57480b9,ab591370e4db49e59832628958b57d17,4
4f80ff8a9e19497ab2b7a8bdf230d6b6,ab591370e4db49e59832628958b57d17,3
63e70c04838c4f4fb412c676565ff72b,68c5999c1c1949ff9d7951b0bd6f9d57,3
4f80ff8a9e19497ab2b7a8bdf230d6b6,68c5999c1c1949ff9d7951b0bd6f9d57,1
93cc944a7100400c943d8c1b71edb793,68c5999c1c1949ff9d7951b0bd6f9d57,4
434b9542493f44bc8d4b4f69edbf3c6a,68c5999c1c1949ff9d7951b0bd6f9d57,4
5eacc8101cee45bc993fd768963f8722,68c5999c1c1949ff9d7951b0bd6f9d57,5
c48c8c4902b345239fe9ea2b40dedc9c,68c5999c1c1949ff9d7951b0bd6f9d57,4
6b2f54154e704ac7b3d0565e374e7502,68c5999c1c1949ff9d7951b0bd6f9d57,5
a10accc6f5094341864a86cb618995cf,68c5999c1c1949ff9d7951b0bd6f9d57,4
42eed24474544cb3a70f5595f05e80f7,68c5999c1c1949ff9d7951b0bd6f9d57,5
2ee63817d1b74243a19622279655ab81,68c5999c1c1949ff9d7951b0bd6f9d57,3
6b2f54154e704ac7b3d0565e374e7502,6916d62825c04f2d86ad30358fba40c7,5
09693819b1ee4edc930d8aa8282c4f4f,6916d62825c04f2d86ad30358fba40c7,5
b31ebf0a8e474c02a2208f52b7d0309e,6916d62825c04f2d86ad30358fba40c7,2
93cc944a7100400c943d8c1b71edb793,6916d62825c04f2d86ad30358fba40c7,5
b0733dd6191546c981d83ec98615a842,6916d62825c04f2d86ad30358fba40c7,5
382b4cf75b804791b67a560025eea299,6916d62825c04f2d86ad30358fba40c7,3
382b4cf75b804791b67a560025eea299,68c5999c1c1949ff9d7951b0bd6f9d57,4
9345fca1ea41482597aa30c88fd0013d,6916d62825c04f2d86ad30358fba40c7,5
28edaebb7c104865a7d339f373b86bf3,6916d62825c04f2d86ad30358fba40c7,5
0ed9504c00b7436488c319c4e57480b9,6916d62825c04f2d86ad30358fba40c7,4
61f0b19839774d619ebcc64901324054,514d157c05664c18bdda78838a01c7fc,5
7d28e424c1e74d56b2c919edba926a57,514d157c05664c18bdda78838a01c7fc,5
8ca03c25479e4ac5b0c7f2d7f78eb583,514d157c05664c18bdda78838a01c7fc,5
bbf2079473574b6fa04875e299cc542b,514d157c05664c18bdda78838a01c7fc,5
e799d1274ccd4e77a7cd8b734992eda7,514d157c05664c18bdda78838a01c7fc,4
452d73cb4059446199930f55d1a26f1d,eed3a93d8916465ab530dca1b576f831,4
d00e783aa92344a9909c72d85f383ab7,eed3a93d8916465ab530dca1b576f831,5
0524ac7749bc45af8940fce9fe55ef9b,eed3a93d8916465ab530dca1b576f831,3
6228a478ce7a44f7acd732040ba9a7ec,eed3a93d8916465ab530dca1b576f831,4
09a015bc4845494ea9b037248e4d74d2,eed3a93d8916465ab530dca1b576f831,5
bbf2079473574b6fa04875e299cc542b,eed3a93d8916465ab530dca1b576f831,2
0dddf3d710f44a75a3a2f14dddbf3453,eed3a93d8916465ab530dca1b576f831,3
8ca03c25479e4ac5b0c7f2d7f78eb583,931f57551a4c463e8262a7a92c4eb7a2,5
28edaebb7c104865a7d339f373b86bf3,931f57551a4c463e8262a7a92c4eb7a2,4
843c5c5e42554a96bb3cce7ca3b1a355,931f57551a4c463e8262a7a92c4eb7a2,3
382b4cf75b804791b67a560025eea299,931f57551a4c463e8262a7a92c4eb7a2,5
bbf2079473574b6fa04875e299cc542b,931f57551a4c463e8262a7a92c4eb7a2,5
b31ebf0a8e474c02a2208f52b7d0309e,931f57551a4c463e8262a7a92c4eb7a2,4
1448f57b5f4f4558b7f221400c43f037,931f57551a4c463e8262a7a92c4eb7a2,5
815543fe45ee4990b4d3528b85b84893,931f57551a4c463e8262a7a92c4eb7a2,2
a8ef863554394002b506f38b875b7c19,a0db9d868d664e2a87611c99b78f6ac0,4
5eacc8101cee45bc993fd768963f8722,a0db9d868d664e2a87611c99b78f6ac0,4
09693819b1ee4edc930d8aa8282c4f4f,a0db9d868d664e2a87611c99b78f6ac0,2
f233050a18134718a33ce9f3a7cf8327,a0db9d868d664e2a87611c99b78f6ac0,4
452d73cb4059446199930f55d1a26f1d,a0db9d868d664e2a87611c99b78f6ac0,4
5c5d894ce2e44477b07af2416567180b,a0db9d868d664e2a87611c99b78f6ac0,4
b0733dd6191546c981d83ec98615a842,a0db9d868d664e2a87611c99b78f6ac0,5
4f9d22f6c76848bba9172f9829dcf8ff,72fde2f9e6eb4468a976fdd70e5d7c7d,5
09a015bc4845494ea9b037248e4d74d2,72fde2f9e6eb4468a976fdd70e5d7c7d,4
61f0b19839774d619ebcc64901324054,72fde2f9e6eb4468a976fdd70e5d7c7d,4
b4841e08aea74fc9937d6e9bb9dfe49a,72fde2f9e6eb4468a976fdd70e5d7c7d,5
17e2c8dd7e024881970f85a8d1132ce8,72fde2f9e6eb4468a976fdd70e5d7c7d,3
51fa4ce719f4438d90ab0115eccbfc73,72fde2f9e6eb4468a976fdd70e5d7c7d,1
bbf2079473574b6fa04875e299cc542b,72fde2f9e6eb4468a976fdd70e5d7c7d,4
835158957b6542db9a6dd37760082caf,b8362773943a46c28dfba6595e49d372,4
a10accc6f5094341864a86cb618995cf,b8362773943a46c28dfba6595e49d372,5
b31ebf0a8e474c02a2208f52b7d0309e,b8362773943a46c28dfba6595e49d372,4
9404c907b69946f2bb3ae3214ff4b028,b8362773943a46c28dfba6595e49d372,3
b4841e08aea74fc9937d6e9bb9dfe49a,b8362773943a46c28dfba6595e49d372,5
e799d1274ccd4e77a7cd8b734992eda7,b8362773943a46c28dfba6595e49d372,3
639fa66195264f4ea3e8bd6d1273f620,b8362773943a46c28dfba6595e49d372,3
6b2f54154e704ac7b3d0565e374e7502,b8362773943a46c28dfba6595e49d372,4
639fa66195264f4ea3e8bd6d1273f620,bab50c86be51453bb9379ada81e4b752,5
ad8e6fcb982846f5bbc6ac828f0ac921,bab50c86be51453bb9379ada81e4b752,4
5c5d894ce2e44477b07af2416567180b,bab50c86be51453bb9379ada81e4b752,5
c48c8c4902b345239fe9ea2b40dedc9c,bab50c86be51453bb9379ada81e4b752,5
42eed24474544cb3a70f5595f05e80f7,bab50c86be51453bb9379ada81e4b752,5
815543fe45ee4990b4d3528b85b84893,bab50c86be51453bb9379ada81e4b752,5
1448f57b5f4f4558b7f221400c43f037,4cc44aa0416c49f4992fd0e3cabbd682,4
93cc944a7100400c943d8c1b71edb793,4cc44aa0416c49f4992fd0e3cabbd682,1
4f80ff8a9e19497ab2b7a8bdf230d6b6,4cc44aa0416c49f4992fd0e3cabbd682,4
51fa4ce719f4438d90ab0115eccbfc73,4cc44aa0416c49f4992fd0e3cabbd682,3
1745178b7a5e4504b1fde3801f81e6a7,4cc44aa0416c49f4992fd0e3cabbd682,3
4f9d22f6c76848bba9172f9829dcf8ff,9ad79fabb8264b0287a543695f055b77,5
4f80ff8a9e19497ab2b7a8bdf230d6b6,6916d62825c04f2d86ad30358fba40c7,5
a64911c1a01441cb9050b034bdd9b593,02a9c4e1181d4212b1e48adf25d25376,3
a64911c1a01441cb9050b034bdd9b593,68c5999c1c1949ff9d7951b0bd6f9d57,3
a64911c1a01441cb9050b034bdd9b593,a0db9d868d664e2a87611c99b78f6ac0,5
a64911c1a01441cb9050b034bdd9b593,931f57551a4c463e8262a7a92c4eb7a2,3
a64911c1a01441cb9050b034bdd9b593,a7b5781b65844e3f80305729a2a4a5e2,5
